worker_id,years_education,age,gender,location,state,sector,employment_type,social_group,religion,experience,education_level,log_wage,monthly_wage
663,10,40.0,Female,Rural,Andhra Pradesh,Services,Regular Wage,OBC,Hindu,24.0,Secondary,10.777319520882847,47921
664,9,37.0,Male,Urban,Uttar Pradesh,Construction,Regular Wage,General,Hindu,22.0,Middle,10.559411589298238,38538
665,7,41.0,Male,Urban,Tamil Nadu,Manufacturing,Casual Labour,OBC,Hindu,28.0,Primary,10.756884513057344,46952
666,1,48.0,Male,Rural,Gujarat,Manufacturing,Casual Labour,General,Other,41.0,No Education,10.102570685408656,24406
667,0,46.0,Female,Urban,West Bengal,Agriculture,Regular Wage,General,Hindu,40.0,No Education,9.109493109358075,9041
668,2,18.0,Male,Urban,Punjab,Agriculture,Casual Labour,OBC,Hindu,10.0,No Education,9.313118093442258,11082
669,5,43.0,Female,Rural,Odisha,Trade,Regular Wage,OBC,Hindu,32.0,Primary,9.505638713604583,13435
670,15,31.0,Female,Rural,Andhra Pradesh,Services,Self-Employed,OBC,Hindu,10.0,Higher Secondary,9.961288843716883,21190
671,6,27.0,Female,Rural,Haryana,Agriculture,Self-Employed,OBC,Hindu,15.0,Primary,8.635708961806529,5629
672,6,45.0,Male,Rural,Assam,Manufacturing,Regular Wage,SC,Hindu,33.0,Primary,9.851107776707282,18979
673,4,22.0,Female,Rural,Assam,Agriculture,Casual Labour,OBC,Muslim,12.0,No Education,8.85600620073508,7016
674,9,42.0,Male,Rural,Assam,Services,Casual Labour,SC,Other,27.0,Middle,10.877394702181206,52965
675,5,23.0,Male,Rural,Bihar,Services,Regular Wage,OBC,Hindu,12.0,Primary,10.15926265597174,25829
676,10,55.0,Female,Rural,Gujarat,Agriculture,Self-Employed,General,Hindu,39.0,Secondary,9.4728013767931,13001
677,3,41.0,Male,Urban,Rajasthan,Services,Regular Wage,General,Hindu,32.0,No Education,10.757872975453893,46999
678,12,23.0,Male,Urban,Gujarat,Trade,Regular Wage,General,Hindu,5.0,Higher Secondary,11.235491612906346,75773
679,6,39.0,Female,Urban,Maharashtra,Manufacturing,Regular Wage,OBC,Hindu,27.0,Primary,10.163487721787643,25939
680,7,29.0,Female,Rural,Odisha,Manufacturing,Regular Wage,SC,Hindu,16.0,Primary,9.989320102514258,21792
681,10,31.0,Male,Rural,Andhra Pradesh,Services,Self-Employed,OBC,Hindu,15.0,Secondary,10.491115499130993,35994
682,3,47.0,Male,Rural,Bihar,Trade,Regular Wage,OBC,Muslim,38.0,No Education,9.641486847316546,15390
683,1,20.0,Female,Urban,Odisha,Manufacturing,Casual Labour,OBC,Hindu,13.0,No Education,10.020629650226503,22486
684,1,28.0,Female,Rural,West Bengal,Services,Self-Employed,SC,Hindu,21.0,No Education,9.341550681300442,11402
685,2,47.0,Male,Urban,Assam,Agriculture,Self-Employed,OBC,Hindu,39.0,No Education,9.041535021626313,8447
686,8,40.0,Male,Rural,Rajasthan,Agriculture,Self-Employed,OBC,Hindu,26.0,Middle,9.736926212733884,16931
687,5,20.0,Male,Urban,Madhya Pradesh,Agriculture,Casual Labour,OBC,Muslim,9.0,Primary,9.1403397343277,9324
688,0,31.0,Female,Rural,Tamil Nadu,Agriculture,Self-Employed,ST,Hindu,25.0,No Education,8.870068347047994,7116
689,8,49.0,Male,Rural,Madhya Pradesh,Agriculture,Casual Labour,ST,Hindu,35.0,Middle,8.980595319854553,7947
690,5,44.0,Male,Rural,West Bengal,Services,Casual Labour,General,Hindu,33.0,Primary,9.96321707721347,21231
691,11,45.0,Male,Rural,Maharashtra,Trade,Casual Labour,OBC,Hindu,28.0,Secondary,10.608978354186517,40497
692,5,41.0,Male,Rural,Punjab,Manufacturing,Self-Employed,General,Hindu,30.0,Primary,10.05995223159178,23387
693,4,20.0,Male,Rural,Odisha,Agriculture,Self-Employed,ST,Hindu,10.0,No Education,8.732872786320534,6204
694,1,43.0,Male,Urban,Rajasthan,Agriculture,Self-Employed,ST,Hindu,36.0,No Education,9.46299720789506,12874
695,3,28.0,Female,Urban,Odisha,Manufacturing,Regular Wage,OBC,Hindu,19.0,No Education,10.10743568364311,24525
696,7,36.0,Male,Urban,Andhra Pradesh,Agriculture,Casual Labour,General,Hindu,23.0,Primary,9.862849622713098,19204
697,1,33.0,Male,Urban,Andhra Pradesh,Agriculture,Casual Labour,General,Hindu,26.0,No Education,9.661896592607569,15708
698,8,18.0,Male,Urban,Punjab,Agriculture,Regular Wage,General,Hindu,4.0,Middle,9.681679415778557,16021
699,3,39.0,Female,Rural,Assam,Manufacturing,Regular Wage,General,Muslim,30.0,No Education,10.022428881376243,22526
700,3,22.0,Male,Urban,Maharashtra,Trade,Self-Employed,OBC,Hindu,13.0,No Education,10.15288441450349,25665
701,2,18.0,Female,Urban,Uttar Pradesh,Agriculture,Regular Wage,SC,Muslim,10.0,No Education,9.583388001550597,14522
702,5,26.0,Male,Rural,Assam,Agriculture,Self-Employed,General,Hindu,15.0,Primary,8.92537725618455,7520
703,9,30.0,Male,Urban,Haryana,Agriculture,Regular Wage,General,Hindu,15.0,Middle,10.378604185183937,32164
704,4,57.0,Male,Rural,Tamil Nadu,Manufacturing,Casual Labour,SC,Muslim,47.0,No Education,9.792083410047123,17892
705,6,52.0,Female,Rural,Assam,Agriculture,Regular Wage,General,Hindu,40.0,Primary,8.851256536119317,6983
706,11,42.0,Female,Rural,Haryana,Manufacturing,Regular Wage,OBC,Hindu,25.0,Secondary,9.506858255639129,13452
707,1,64.0,Male,Rural,Rajasthan,Construction,Self-Employed,General,Hindu,50.0,No Education,10.109872196755175,24585
708,13,36.0,Female,Rural,Uttar Pradesh,Manufacturing,Self-Employed,OBC,Hindu,17.0,Higher Secondary,10.874794905028825,52828
709,0,28.0,Male,Urban,Gujarat,Agriculture,Regular Wage,OBC,Muslim,22.0,No Education,9.975023754396716,21483
710,12,37.0,Female,Rural,Bihar,Agriculture,Casual Labour,OBC,Hindu,19.0,Higher Secondary,9.679333107511221,15984
711,10,29.0,Female,Urban,Karnataka,Agriculture,Self-Employed,ST,Muslim,13.0,Secondary,9.64004465949073,15368
712,14,53.0,Male,Rural,Haryana,Services,Self-Employed,General,Hindu,33.0,Higher Secondary,11.183457026469133,71931
713,9,47.0,Male,Urban,Kerala,Trade,Self-Employed,General,Hindu,32.0,Middle,10.154574785400177,25708
714,0,40.0,Male,Rural,Maharashtra,Agriculture,Self-Employed,OBC,Hindu,34.0,No Education,8.867121632188034,7095
715,3,35.0,Male,Urban,Punjab,Agriculture,Casual Labour,OBC,Hindu,26.0,No Education,9.275859654443904,10677
716,0,24.0,Male,Urban,Bihar,Manufacturing,Self-Employed,OBC,Hindu,18.0,No Education,9.92433586653535,20421
717,2,26.0,Male,Rural,West Bengal,Agriculture,Self-Employed,General,Hindu,18.0,No Education,8.825418348511118,6805
718,9,32.0,Female,Rural,Tamil Nadu,Agriculture,Self-Employed,OBC,Hindu,17.0,Middle,9.030013525655962,8350
719,5,29.0,Male,Rural,Assam,Agriculture,Casual Labour,OBC,Hindu,18.0,Primary,9.4127543006887,12244
720,7,52.0,Male,Urban,Kerala,Services,Regular Wage,General,Hindu,39.0,Primary,10.886717509020778,53462
721,15,53.0,Male,Rural,Kerala,Manufacturing,Self-Employed,OBC,Hindu,32.0,Higher Secondary,10.854295413986916,51756
722,12,21.0,Male,Urban,Bihar,Services,Casual Labour,OBC,Hindu,3.0,Higher Secondary,10.53114074244523,37464
723,1,25.0,Male,Rural,Assam,Agriculture,Regular Wage,OBC,Hindu,18.0,No Education,9.180673942299713,9708
724,3,51.0,Male,Rural,Madhya Pradesh,Construction,Regular Wage,OBC,Muslim,42.0,No Education,9.710000862380838,16482
725,6,42.0,Male,Rural,Assam,Agriculture,Regular Wage,ST,Hindu,30.0,Primary,9.775350114010806,17595
726,12,42.0,Female,Rural,Rajasthan,Trade,Regular Wage,ST,Hindu,24.0,Higher Secondary,10.384466930393431,32353
727,11,26.0,Male,Rural,Odisha,Services,Self-Employed,General,Hindu,9.0,Secondary,10.478691387517827,35550
728,1,40.0,Male,Rural,Assam,Trade,Casual Labour,General,Muslim,33.0,No Education,10.033371879460672,22774
729,2,53.0,Female,Urban,Maharashtra,Manufacturing,Self-Employed,OBC,Hindu,45.0,No Education,9.888687144399654,19706
730,4,36.0,Male,Urban,Punjab,Agriculture,Casual Labour,OBC,Hindu,26.0,No Education,9.447524207083841,12677
731,6,30.0,Male,Rural,Andhra Pradesh,Services,Self-Employed,General,Hindu,18.0,Primary,10.194443462476416,26754
732,7,18.0,Male,Rural,Kerala,Agriculture,Casual Labour,OBC,Christian,5.0,Primary,8.466097480055849,4751
733,14,32.0,Male,Rural,Bihar,Agriculture,Regular Wage,General,Hindu,12.0,Higher Secondary,10.348373278533684,31206
734,10,31.0,Male,Rural,Madhya Pradesh,Agriculture,Self-Employed,ST,Hindu,15.0,Secondary,9.68869312376965,16134
735,1,30.0,Male,Rural,Kerala,Construction,Self-Employed,OBC,Hindu,23.0,No Education,9.620332604891932,15068
736,6,35.0,Male,Rural,Karnataka,Agriculture,Casual Labour,General,Hindu,23.0,Primary,8.545319023364288,5143
737,10,18.0,Male,Rural,Kerala,Agriculture,Regular Wage,General,Hindu,2.0,Secondary,9.613728430914506,14969
738,9,28.0,Male,Rural,Tamil Nadu,Agriculture,Regular Wage,OBC,Hindu,13.0,Middle,9.777167905767644,17627
739,11,41.0,Female,Urban,Bihar,Agriculture,Regular Wage,ST,Hindu,24.0,Secondary,10.313676184778744,30142
740,2,48.0,Male,Rural,Karnataka,Services,Regular Wage,ST,Muslim,40.0,No Education,9.62915267836276,15202
741,11,19.0,Female,Urban,Assam,Agriculture,Regular Wage,General,Hindu,2.0,Secondary,9.645922501809194,15459
742,8,39.0,Male,Rural,Andhra Pradesh,Agriculture,Self-Employed,OBC,Hindu,25.0,Middle,9.52282030010918,13668
743,2,47.0,Female,Rural,Punjab,Agriculture,Self-Employed,General,Hindu,39.0,No Education,8.71563741866413,6098
744,6,33.0,Female,Rural,Bihar,Agriculture,Regular Wage,OBC,Hindu,21.0,Primary,9.405074614561514,12150
745,13,26.0,Female,Rural,Rajasthan,Manufacturing,Casual Labour,OBC,Hindu,7.0,Higher Secondary,9.83241645380619,18628
746,13,46.0,Male,Urban,Bihar,Agriculture,Self-Employed,OBC,Hindu,27.0,Higher Secondary,10.424029424560539,33659
747,2,20.0,Male,Urban,Karnataka,Construction,Casual Labour,General,Hindu,12.0,No Education,9.499793251923851,13357
748,3,47.0,Male,Rural,Tamil Nadu,Manufacturing,Self-Employed,General,Muslim,38.0,No Education,9.774108442201184,17573
749,2,40.0,Female,Rural,Maharashtra,Agriculture,Regular Wage,OBC,Hindu,32.0,No Education,9.017651642621967,8247
750,8,32.0,Male,Rural,Haryana,Agriculture,Regular Wage,General,Hindu,18.0,Middle,10.068228985696644,23582
751,4,49.0,Female,Rural,Haryana,Trade,Self-Employed,OBC,Hindu,39.0,No Education,8.89004265490032,7259
752,1,45.0,Female,Rural,Kerala,Trade,Casual Labour,OBC,Hindu,38.0,No Education,9.141371072427436,9334
753,2,42.0,Male,Urban,Andhra Pradesh,Construction,Regular Wage,General,Hindu,34.0,No Education,10.343960643377866,31069
754,1,20.0,Male,Urban,Haryana,Services,Self-Employed,SC,Hindu,13.0,No Education,9.692144935154547,16190
755,4,42.0,Male,Urban,Karnataka,Services,Self-Employed,ST,Hindu,32.0,No Education,10.406843551090734,33085
756,8,18.0,Female,Rural,Uttar Pradesh,Manufacturing,Regular Wage,General,Muslim,4.0,Middle,9.891885866801083,19769
757,1,28.0,Male,Rural,Kerala,Manufacturing,Regular Wage,General,Hindu,21.0,No Education,10.008859496985991,22222
758,10,44.0,Male,Rural,Maharashtra,Agriculture,Self-Employed,OBC,Hindu,28.0,Secondary,10.13023266194524,25090
759,1,34.0,Male,Rural,West Bengal,Agriculture,Casual Labour,General,Hindu,27.0,No Education,8.948267448893562,7695
760,13,50.0,Male,Rural,Assam,Agriculture,Casual Labour,OBC,Hindu,31.0,Higher Secondary,10.003850081568475,22111
761,6,43.0,Female,Urban,Haryana,Agriculture,Regular Wage,OBC,Hindu,31.0,Primary,9.828470886516293,18555
762,6,29.0,Female,Rural,Bihar,Services,Regular Wage,General,Hindu,17.0,Primary,9.605552883785643,14847
763,3,44.0,Male,Urban,Bihar,Services,Self-Employed,General,Hindu,35.0,No Education,10.664978755095692,42829
764,8,38.0,Female,Rural,West Bengal,Agriculture,Regular Wage,SC,Muslim,24.0,Middle,9.254157284076584,10448
765,1,52.0,Male,Urban,Madhya Pradesh,Manufacturing,Casual Labour,ST,Hindu,45.0,No Education,9.964154856683539,21251
766,2,18.0,Male,Rural,Odisha,Construction,Casual Labour,OBC,Hindu,10.0,No Education,9.37847998853591,11831
767,6,39.0,Male,Urban,Bihar,Agriculture,Regular Wage,OBC,Hindu,27.0,Primary,9.660100692953906,15679
768,3,46.0,Male,Rural,Kerala,Agriculture,Self-Employed,General,Hindu,37.0,No Education,9.27783131185888,10698
769,13,39.0,Male,Rural,West Bengal,Trade,Regular Wage,SC,Hindu,20.0,Higher Secondary,11.461156130498033,94955
770,6,38.0,Male,Rural,Punjab,Agriculture,Self-Employed,SC,Hindu,26.0,Primary,9.62409888172234,15125
771,1,32.0,Female,Rural,Karnataka,Services,Casual Labour,SC,Hindu,25.0,No Education,10.020001833583702,22471
772,10,24.0,Male,Rural,Maharashtra,Construction,Self-Employed,ST,Hindu,8.0,Secondary,9.651050997198933,15538
773,4,44.0,Female,Rural,Gujarat,Agriculture,Casual Labour,OBC,Hindu,34.0,No Education,8.334272403623242,4164
774,2,18.0,Female,Urban,Haryana,Services,Regular Wage,General,Other,10.0,No Education,10.004346412035208,22122
775,1,37.0,Male,Urban,Kerala,Agriculture,Casual Labour,ST,Hindu,30.0,No Education,8.926161277388337,7526
776,5,43.0,Male,Rural,West Bengal,Manufacturing,Regular Wage,SC,Christian,32.0,Primary,9.848471709417714,18929
777,7,42.0,Male,Rural,Assam,Agriculture,Self-Employed,General,Hindu,29.0,Primary,9.400460593803446,12094
778,4,33.0,Male,Rural,Madhya Pradesh,Services,Casual Labour,General,Christian,23.0,No Education,10.116840001887857,24756
779,5,36.0,Female,Rural,West Bengal,Agriculture,Regular Wage,General,Hindu,25.0,Primary,9.09038691927717,8870
780,10,52.0,Female,Urban,Gujarat,Agriculture,Casual Labour,OBC,Hindu,36.0,Secondary,10.189300599178459,26617
781,5,39.0,Female,Rural,Uttar Pradesh,Agriculture,Regular Wage,OBC,Hindu,28.0,Primary,9.954881395772055,21055
782,6,53.0,Male,Rural,Gujarat,Manufacturing,Casual Labour,General,Muslim,41.0,Primary,9.825894420763126,18507
783,2,22.0,Male,Rural,West Bengal,Agriculture,Self-Employed,OBC,Hindu,14.0,No Education,8.988246884838295,8008
784,1,36.0,Male,Rural,Madhya Pradesh,Agriculture,Regular Wage,General,Hindu,29.0,No Education,9.497846935387132,13331
785,1,34.0,Male,Urban,Uttar Pradesh,Agriculture,Self-Employed,ST,Hindu,27.0,No Education,9.975745878049086,21499
786,0,56.0,Male,Urban,Haryana,Services,Regular Wage,General,Muslim,50.0,No Education,10.59180014366237,39807
787,1,41.0,Male,Urban,Rajasthan,Agriculture,Regular Wage,SC,Hindu,34.0,No Education,10.029904255591568,22695
788,12,18.0,Male,Rural,Madhya Pradesh,Manufacturing,Casual Labour,SC,Other,0.0,Higher Secondary,10.162123682081983,25903
789,5,44.0,Female,Urban,Andhra Pradesh,Trade,Regular Wage,General,Hindu,33.0,Primary,9.376075812374882,11803
790,8,24.0,Male,Urban,Andhra Pradesh,Agriculture,Casual Labour,General,Hindu,10.0,Middle,9.613328775133128,14963
791,13,18.0,Male,Rural,Madhya Pradesh,Services,Regular Wage,SC,Hindu,0.0,Higher Secondary,11.017048392074823,60904
792,10,25.0,Male,Urban,Maharashtra,Services,Self-Employed,SC,Hindu,9.0,Secondary,10.829966564241394,50512
793,1,30.0,Male,Urban,Rajasthan,Agriculture,Self-Employed,OBC,Hindu,23.0,No Education,10.121036288313146,24861
794,5,27.0,Male,Rural,Karnataka,Agriculture,Regular Wage,General,Hindu,16.0,Primary,9.610734467797156,14924
795,7,41.0,Female,Rural,Tamil Nadu,Manufacturing,Self-Employed,General,Hindu,28.0,Primary,10.190737646222418,26655
796,13,47.0,Female,Rural,Andhra Pradesh,Agriculture,Self-Employed,General,Other,28.0,Higher Secondary,9.802470962264362,18078
797,12,18.0,Male,Urban,Rajasthan,Agriculture,Regular Wage,SC,Muslim,0.0,Higher Secondary,10.462548648361992,34981
798,1,31.0,Male,Urban,Punjab,Agriculture,Self-Employed,OBC,Muslim,24.0,No Education,9.562283032337165,14218
799,3,32.0,Male,Rural,Rajasthan,Construction,Casual Labour,General,Hindu,23.0,No Education,9.13294301185258,9255
800,6,25.0,Male,Rural,Maharashtra,Trade,Casual Labour,OBC,Hindu,13.0,Primary,9.580094344659452,14474
801,1,23.0,Female,Rural,Madhya Pradesh,Construction,Casual Labour,OBC,Hindu,16.0,No Education,9.323676475374814,11200
802,1,20.0,Male,Rural,Kerala,Agriculture,Regular Wage,SC,Hindu,13.0,No Education,9.37848031405669,11831
803,3,55.0,Male,Urban,Kerala,Services,Regular Wage,SC,Hindu,46.0,No Education,10.447350151260588,34453
804,1,48.0,Male,Rural,Bihar,Services,Regular Wage,General,Hindu,41.0,No Education,10.165921358347653,26002
805,0,32.0,Female,Urban,Karnataka,Manufacturing,Regular Wage,OBC,Hindu,26.0,No Education,10.37891133909896,32174
806,2,44.0,Male,Urban,Tamil Nadu,Services,Casual Labour,General,Hindu,36.0,No Education,10.042706418613863,22988
807,4,35.0,Male,Rural,Tamil Nadu,Agriculture,Regular Wage,OBC,Other,25.0,No Education,9.229711008994963,10196
808,4,34.0,Male,Rural,Madhya Pradesh,Manufacturing,Casual Labour,OBC,Hindu,24.0,No Education,9.208606167469172,9983
809,7,49.0,Male,Urban,Andhra Pradesh,Manufacturing,Casual Labour,SC,Hindu,36.0,Primary,10.136370568497902,25245
810,3,42.0,Male,Rural,Maharashtra,Agriculture,Casual Labour,General,Hindu,33.0,No Education,9.277734670397155,10697
811,9,44.0,Female,Rural,Andhra Pradesh,Construction,Casual Labour,OBC,Muslim,29.0,Middle,8.979780889518729,7941
812,5,23.0,Female,Rural,Maharashtra,Trade,Casual Labour,OBC,Hindu,12.0,Primary,8.936779926945189,7607
813,7,39.0,Male,Rural,Karnataka,Agriculture,Regular Wage,SC,Hindu,26.0,Primary,9.326338202035116,11230
814,2,41.0,Male,Rural,Andhra Pradesh,Manufacturing,Regular Wage,OBC,Hindu,33.0,No Education,9.52564036345721,13707
815,1,43.0,Male,Rural,Madhya Pradesh,Agriculture,Regular Wage,OBC,Hindu,36.0,No Education,9.106996366667405,9018
816,13,33.0,Male,Rural,Tamil Nadu,Services,Regular Wage,ST,Other,14.0,Higher Secondary,11.543689947935997,103124
817,0,26.0,Male,Urban,Maharashtra,Agriculture,Self-Employed,OBC,Hindu,20.0,No Education,9.727740711650283,16777
818,7,45.0,Male,Urban,Tamil Nadu,Trade,Regular Wage,General,Hindu,32.0,Primary,10.831113636490244,50570
819,4,30.0,Male,Urban,Tamil Nadu,Agriculture,Regular Wage,OBC,Hindu,20.0,No Education,9.847028694574789,18902
820,2,35.0,Male,Rural,Tamil Nadu,Trade,Casual Labour,OBC,Hindu,27.0,No Education,9.96586629890187,21287
821,0,41.0,Male,Urban,Maharashtra,Services,Regular Wage,OBC,Muslim,35.0,No Education,10.419031117237006,33491
822,4,44.0,Male,Rural,Gujarat,Agriculture,Self-Employed,General,Hindu,34.0,No Education,9.264318465437142,10555
823,2,53.0,Female,Urban,Haryana,Agriculture,Casual Labour,OBC,Hindu,45.0,No Education,8.494240942652679,4887
824,13,43.0,Male,Urban,West Bengal,Agriculture,Casual Labour,SC,Muslim,24.0,Higher Secondary,10.529258026119967,37394
825,12,23.0,Female,Rural,Madhya Pradesh,Agriculture,Self-Employed,SC,Hindu,5.0,Higher Secondary,9.799330454864903,18022
826,8,29.0,Male,Urban,Maharashtra,Agriculture,Regular Wage,OBC,Hindu,15.0,Middle,9.780674783953184,17689
827,15,37.0,Male,Urban,Tamil Nadu,Trade,Regular Wage,OBC,Christian,16.0,Higher Secondary,11.076704471393994,64647
828,7,37.0,Male,Rural,Odisha,Services,Casual Labour,OBC,Hindu,24.0,Primary,10.022458226768475,22527
829,3,32.0,Male,Urban,Haryana,Services,Casual Labour,General,Hindu,23.0,No Education,10.315403590330318,30194
830,8,23.0,Male,Rural,Rajasthan,Services,Casual Labour,OBC,Hindu,9.0,Middle,10.800290189561096,49035
831,10,38.0,Male,Urban,Karnataka,Manufacturing,Self-Employed,OBC,Muslim,22.0,Secondary,11.01305791610234,60661
832,9,35.0,Male,Rural,Karnataka,Agriculture,Self-Employed,General,Hindu,20.0,Middle,9.031866093070908,8365
833,1,46.0,Male,Rural,Karnataka,Manufacturing,Regular Wage,OBC,Hindu,39.0,No Education,10.064265323413311,23488
834,6,46.0,Male,Rural,Haryana,Agriculture,Casual Labour,OBC,Hindu,34.0,Primary,9.114393656294586,9085
835,8,37.0,Male,Urban,Odisha,Trade,Self-Employed,General,Hindu,23.0,Middle,10.646255369332124,42035
836,12,40.0,Male,Rural,Rajasthan,Services,Self-Employed,General,Hindu,22.0,Higher Secondary,10.801190591572958,49079
837,13,38.0,Male,Urban,Odisha,Agriculture,Self-Employed,General,Other,19.0,Higher Secondary,10.692141059000969,44009
838,16,26.0,Male,Rural,Uttar Pradesh,Agriculture,Self-Employed,ST,Other,4.0,Graduate+,10.615273651285438,40753
839,2,35.0,Male,Rural,Punjab,Services,Regular Wage,General,Hindu,27.0,No Education,10.427812484726656,33786
840,3,35.0,Male,Urban,Assam,Services,Regular Wage,General,Muslim,26.0,No Education,10.398079853018485,32797
841,2,33.0,Male,Rural,West Bengal,Services,Self-Employed,General,Hindu,25.0,No Education,10.25532280454956,28433
842,15,38.0,Male,Rural,Uttar Pradesh,Construction,Casual Labour,OBC,Hindu,17.0,Higher Secondary,10.514434475743602,36843
843,1,64.0,Male,Rural,Uttar Pradesh,Construction,Casual Labour,OBC,Hindu,50.0,No Education,9.21242223295935,10021
844,11,21.0,Male,Rural,Tamil Nadu,Manufacturing,Regular Wage,SC,Hindu,4.0,Secondary,10.728166374074942,45623
845,4,33.0,Male,Rural,Andhra Pradesh,Agriculture,Regular Wage,OBC,Hindu,23.0,No Education,9.415237591818963,12274
846,12,31.0,Male,Urban,Karnataka,Manufacturing,Regular Wage,General,Hindu,13.0,Higher Secondary,11.398522608648621,89190
847,2,30.0,Male,Rural,Assam,Agriculture,Regular Wage,General,Hindu,22.0,No Education,9.31058708019688,11054
848,2,31.0,Male,Rural,Tamil Nadu,Agriculture,Casual Labour,OBC,Hindu,23.0,No Education,8.507996642133614,4954
849,3,43.0,Female,Rural,Rajasthan,Services,Casual Labour,General,Hindu,34.0,No Education,10.302544655761087,29808
850,8,52.0,Female,Rural,Madhya Pradesh,Trade,Casual Labour,OBC,Muslim,38.0,Middle,9.562993720313246,14228
851,4,18.0,Male,Rural,Madhya Pradesh,Manufacturing,Regular Wage,ST,Hindu,8.0,No Education,10.048209016673173,23114
852,3,29.0,Male,Rural,Maharashtra,Services,Self-Employed,ST,Hindu,20.0,No Education,10.297065992688317,29646
853,15,55.0,Female,Rural,Assam,Construction,Self-Employed,General,Hindu,34.0,Higher Secondary,10.271942307195184,28910
854,4,31.0,Male,Rural,Rajasthan,Construction,Regular Wage,General,Hindu,21.0,No Education,9.105420000676055,9004
855,1,44.0,Male,Urban,Madhya Pradesh,Agriculture,Regular Wage,General,Hindu,37.0,No Education,9.59047015153573,14625
856,8,22.0,Female,Rural,Uttar Pradesh,Manufacturing,Self-Employed,SC,Hindu,8.0,Middle,9.560004402713323,14186
857,11,40.0,Male,Urban,Bihar,Services,Casual Labour,OBC,Hindu,23.0,Secondary,10.894857238097012,53898
858,5,43.0,Female,Rural,Madhya Pradesh,Manufacturing,Regular Wage,SC,Hindu,32.0,Primary,9.407043935522104,12174
859,2,42.0,Female,Rural,Kerala,Construction,Regular Wage,General,Muslim,34.0,No Education,9.142656721847342,9346
860,13,32.0,Male,Rural,Maharashtra,Agriculture,Self-Employed,General,Hindu,13.0,Higher Secondary,9.814156320353758,18291
861,2,29.0,Male,Urban,Rajasthan,Construction,Regular Wage,OBC,Muslim,21.0,No Education,10.173303785167432,26194
862,7,34.0,Male,Rural,Gujarat,Agriculture,Regular Wage,General,Hindu,21.0,Primary,9.326912958165787,11236
863,4,35.0,Female,Rural,Punjab,Services,Casual Labour,ST,Hindu,25.0,No Education,10.11516590723974,24715
864,3,28.0,Male,Rural,Uttar Pradesh,Construction,Regular Wage,OBC,Hindu,19.0,No Education,10.107277533753377,24521
865,8,27.0,Female,Rural,Bihar,Agriculture,Regular Wage,ST,Hindu,13.0,Middle,8.478152061114013,4809
866,3,24.0,Male,Rural,Rajasthan,Services,Self-Employed,General,Hindu,15.0,No Education,9.813592041844572,18281
867,1,19.0,Male,Rural,Bihar,Construction,Casual Labour,SC,Hindu,12.0,No Education,8.913749422854334,7433
868,1,33.0,Male,Rural,Gujarat,Agriculture,Casual Labour,General,Muslim,26.0,No Education,8.794286311374238,6596
869,10,47.0,Male,Urban,Andhra Pradesh,Agriculture,Self-Employed,General,Hindu,31.0,Secondary,9.523267173672078,13674
870,1,51.0,Male,Rural,Maharashtra,Construction,Casual Labour,General,Hindu,44.0,No Education,9.228826330351803,10187
871,1,36.0,Male,Urban,West Bengal,Manufacturing,Self-Employed,OBC,Hindu,29.0,No Education,10.168371098493164,26066
872,15,44.0,Male,Rural,Bihar,Services,Regular Wage,General,Hindu,23.0,Higher Secondary,10.998920934605785,59810
873,4,21.0,Female,Urban,Assam,Agriculture,Self-Employed,OBC,Hindu,11.0,No Education,8.941770103627032,7645
874,12,18.0,Female,Rural,Madhya Pradesh,Trade,Self-Employed,General,Hindu,0.0,Higher Secondary,9.362378471998966,11642
875,4,37.0,Female,Urban,Odisha,Services,Casual Labour,General,Hindu,27.0,No Education,9.859902374001473,19147
876,3,45.0,Male,Rural,Kerala,Services,Self-Employed,OBC,Hindu,36.0,No Education,10.178714991557834,26337
877,10,30.0,Female,Urban,Andhra Pradesh,Agriculture,Regular Wage,OBC,Hindu,14.0,Secondary,10.814962509393302,49760
878,1,30.0,Male,Rural,Tamil Nadu,Manufacturing,Casual Labour,General,Hindu,23.0,No Education,9.446952472055543,12669
879,3,43.0,Male,Rural,Maharashtra,Construction,Regular Wage,OBC,Hindu,34.0,No Education,9.05312579767018,8545
880,9,40.0,Female,Rural,Tamil Nadu,Manufacturing,Self-Employed,General,Other,25.0,Middle,9.888332119586025,19699
881,8,32.0,Male,Rural,Rajasthan,Agriculture,Casual Labour,OBC,Hindu,18.0,Middle,9.86012382314101,19151
882,15,46.0,Male,Urban,Madhya Pradesh,Services,Self-Employed,General,Hindu,25.0,Higher Secondary,11.396530918273495,89012
883,1,45.0,Female,Rural,Tamil Nadu,Agriculture,Self-Employed,General,Hindu,38.0,No Education,8.54660895593228,5149
884,2,42.0,Male,Rural,Rajasthan,Trade,Self-Employed,General,Hindu,34.0,No Education,9.811609484146983,18244
885,6,18.0,Male,Rural,Uttar Pradesh,Manufacturing,Self-Employed,General,Hindu,6.0,Primary,9.65671353854836,15626
886,10,43.0,Male,Rural,Bihar,Agriculture,Casual Labour,OBC,Muslim,27.0,Secondary,9.185411156151174,9754
887,1,33.0,Female,Rural,Kerala,Agriculture,Regular Wage,SC,Hindu,26.0,No Education,8.743582638854996,6270
888,4,48.0,Male,Urban,Gujarat,Manufacturing,Casual Labour,SC,Hindu,38.0,No Education,10.479557193858655,35581
